,#,Name,Title,Fed,Rating,B-Year,date,year,month
2,3,"Caruana, Fabiano",GM,USA,2795,1992,2016-04-01,2016,4
3,4,"Giri, Anish",GM,NED,2790,1994,2016-04-01,2016,4
4,5,"Vachier-Lagrave, Maxime",GM,FRA,2788,1990,2016-04-01,2016,4
5,6,"Nakamura, Hikaru",GM,USA,2787,1987,2016-04-01,2016,4
6,7,"Aronian, Levon",GM,USA,2784,1982,2016-04-01,2016,4
7,8,"Karjakin, Sergey",GM,RUS,2779,1990,2016-04-01,2016,4
8,9,"Ding, Liren",GM,CHN,2777,1992,2016-04-01,2016,4
9,10,"So, Wesley",GM,USA,2773,1993,2016-04-01,2016,4
10,11,"Anand, Viswanathan",GM,IND,2770,1969,2016-04-01,2016,4
11,12,"Eljanov, Pavel",GM,UKR,2765,1983,2016-04-01,2016,4
12,13,"Harikrishna, Pentala",GM,IND,2763,1986,2016-04-01,2016,4
13,14,"Svidler, Peter",GM,FID,2762,1976,2016-04-01,2016,4
14,15,"Li, Chao b",GM,CHN,2755,1989,2016-04-01,2016,4
15,16,"Topalov, Veselin",GM,BUL,2754,1975,2016-04-01,2016,4
16,17,"Grischuk, Alexander",GM,RUS,2752,1983,2016-04-01,2016,4
17,18,"Mamedyarov, Shakhriyar",GM,AZE,2750,1985,2016-04-01,2016,4
18,19,"Gelfand, Boris",GM,ISR,2740,1968,2016-04-01,2016,4
19,20,"Yu, Yangyi",GM,CHN,2738,1994,2016-04-01,2016,4
20,21,"Andreikin, Dmitry",GM,FID,2736,1990,2016-04-01,2016,4
21,22,"Wang, Hao",GM,CHN,2732,1989,2016-04-01,2016,4
22,23,"Dominguez Perez, Leinier",GM,USA,2732,1983,2016-04-01,2016,4
23,24,"Jakovenko, Dmitry",GM,RUS,2731,1983,2016-04-01,2016,4
24,25,"Adams, Michael",GM,ENG,2728,1971,2016-04-01,2016,4
25,26,"Radjabov, Teimour",GM,AZE,2726,1987,2016-04-01,2016,4
26,27,"Navara, David",GM,CZE,2726,1985,2016-04-01,2016,4
27,28,"Vitiugov, Nikita",GM,ENG,2725,1987,2016-04-01,2016,4
28,29,"Tomashevsky, Evgeny",GM,RUS,2722,1987,2016-04-01,2016,4
29,30,"Bu, Xiangzhi",GM,CHN,2719,1985,2016-04-01,2016,4
30,31,"Wang, Yue",GM,CHN,2718,1987,2016-04-01,2016,4
31,32,"Rapport, Richard",GM,HUN,2717,1996,2016-04-01,2016,4
32,33,"Wojtaszek, Radoslaw",GM,POL,2716,1987,2016-04-01,2016,4
33,34,"Ponomariov, Ruslan",GM,UKR,2712,1983,2016-04-01,2016,4
34,35,"Ivanchuk, Vasyl",GM,UKR,2710,1969,2016-04-01,2016,4
35,36,"Le, Quang Liem",GM,VIE,2709,1991,2016-04-01,2016,4
36,37,"Leko, Peter",GM,HUN,2705,1979,2016-04-01,2016,4
37,38,"Nepomniachtchi, Ian",GM,RUS,2703,1990,2016-04-01,2016,4
38,39,"Wei, Yi",GM,CHN,2700,1999,2016-04-01,2016,4
39,40,"Bacrot, Etienne",GM,FRA,2698,1983,2016-04-01,2016,4
40,41,"Ragger, Markus",GM,AUT,2697,1988,2016-04-01,2016,4
41,42,"Korobov, Anton",GM,UKR,2695,1985,2016-04-01,2016,4
42,43,"Cheparinov, Ivan",GM,BUL,2695,1986,2016-04-01,2016,4
43,44,"Malakhov, Vladimir",GM,FID,2695,1980,2016-04-01,2016,4
44,45,"Kasimdzhanov, Rustam",GM,UZB,2694,1979,2016-04-01,2016,4
45,46,"Sargissian, Gabriel",GM,ARM,2693,1983,2016-04-01,2016,4
46,47,"Matlakov, Maxim",GM,RUS,2693,1991,2016-04-01,2016,4
47,48,"Fressinet, Laurent",GM,FRA,2692,1981,2016-04-01,2016,4
48,49,"Rublevsky, Sergei",GM,RUS,2692,1974,2016-04-01,2016,4
49,50,"Kryvoruchko, Yuriy",GM,UKR,2692,1986,2016-04-01,2016,4
50,51,"Vallejo Pons, Francisco",GM,ESP,2691,1982,2016-04-01,2016,4
51,52,"Hammer, Jon Ludvig",GM,NOR,2689,1990,2016-04-01,2016,4
52,53,"Shirov, Alexei",GM,ESP,2686,1972,2016-04-01,2016,4
53,54,"Granda Zuniga, Julio E",GM,PER,2685,1967,2016-04-01,2016,4
54,55,"Morozevich, Alexander",GM,RUS,2683,1977,2016-04-01,2016,4
55,56,"Najer, Evgeniy",GM,FID,2682,1977,2016-04-01,2016,4
56,57,"Almasi, Zoltan",GM,HUN,2682,1976,2016-04-01,2016,4
57,58,"Ni, Hua",GM,CHN,2681,1983,2016-04-01,2016,4
58,59,"Fedoseev, Vladimir",GM,SLO,2680,1995,2016-04-01,2016,4
59,60,"Rodshtein, Maxim",GM,ISR,2680,1989,2016-04-01,2016,4
60,61,"Inarkiev, Ernesto",GM,RUS,2679,1985,2016-04-01,2016,4
61,62,"Bruzon Batista, Lazaro",GM,USA,2679,1982,2016-04-01,2016,4
62,63,"Kamsky, Gata",GM,USA,2678,1974,2016-04-01,2016,4
63,64,"Howell, David W L",GM,ENG,2678,1990,2016-04-01,2016,4
64,65,"Bareev, Evgeny",GM,CAN,2675,1966,2016-04-01,2016,4
65,66,"Sjugirov, Sanan",GM,HUN,2674,1993,2016-04-01,2016,4
66,67,"Areshchenko, Alexander",GM,UKR,2674,1986,2016-04-01,2016,4
67,68,"Laznicka, Viktor",GM,CZE,2673,1988,2016-04-01,2016,4
68,69,"Postny, Evgeny",GM,ISR,2673,1981,2016-04-01,2016,4
69,70,"Jobava, Baadur",GM,GEO,2672,1983,2016-04-01,2016,4
70,71,"Zvjaginsev, Vadim",GM,RUS,2672,1976,2016-04-01,2016,4
71,72,"Short, Nigel D",GM,ENG,2671,1965,2016-04-01,2016,4
72,73,"Sadler, Matthew D",GM,ENG,2670,1974,2016-04-01,2016,4
73,74,"Artemiev, Vladislav",GM,RUS,2669,1998,2016-04-01,2016,4
74,75,"McShane, Luke J",GM,ENG,2669,1984,2016-04-01,2016,4
75,76,"Lysyj, Igor",GM,FID,2668,1987,2016-04-01,2016,4
76,77,"Moiseenko, Alexander",GM,UKR,2667,1980,2016-04-01,2016,4
77,78,"Nisipeanu, Liviu-Dieter",GM,ROU,2667,1976,2016-04-01,2016,4
78,79,"Safarli, Eltaj",GM,AZE,2666,1992,2016-04-01,2016,4
79,80,"Smirin, Ilia",GM,ISR,2665,1968,2016-04-01,2016,4
80,81,"Efimenko, Zahar",GM,UKR,2665,1985,2016-04-01,2016,4
81,82,"Onischuk, Alexander",GM,USA,2664,1975,2016-04-01,2016,4
82,83,"Hou, Yifan",GM,CHN,2663,1994,2016-04-01,2016,4
83,84,"Duda, Jan-Krzysztof",GM,POL,2663,1998,2016-04-01,2016,4
84,85,"Adhiban, B.",GM,IND,2663,1992,2016-04-01,2016,4
85,86,"Robson, Ray",GM,USA,2663,1994,2016-04-01,2016,4
86,87,"Kovalenko, Igor",GM,UKR,2662,1988,2016-04-01,2016,4
87,88,"Dreev, Aleksey",GM,RUS,2662,1969,2016-04-01,2016,4
88,89,"Naiditsch, Arkadij",GM,BUL,2660,1985,2016-04-01,2016,4
89,90,"Negi, Parimarjan",GM,IND,2660,1993,2016-04-01,2016,4
90,91,"Tkachiev, Vladislav",GM,FRA,2660,1973,2016-04-01,2016,4
91,92,"Meier, Georg",GM,URU,2659,1987,2016-04-01,2016,4
92,93,"Movsesian, Sergei",GM,ARM,2659,1978,2016-04-01,2016,4
93,94,"Sethuraman, S.P.",GM,IND,2658,1993,2016-04-01,2016,4
94,95,"Piorun, Kacper",GM,POL,2657,1991,2016-04-01,2016,4
95,96,"Shankland, Sam",GM,USA,2656,1991,2016-04-01,2016,4
96,97,"Akopian, Vladimir",GM,USA,2656,1971,2016-04-01,2016,4
97,98,"Swiercz, Dariusz",GM,USA,2655,1994,2016-04-01,2016,4
98,99,"Amin, Bassem",GM,EGY,2655,1988,2016-04-01,2016,4
99,100,"Predojevic, Borki",GM,BIH,2654,1987,2016-04-01,2016,4
0,1,"Carlsen, Magnus",GM,NOR,2851,1990,2016-05-01,2016,5
1,2,"Caruana, Fabiano",GM,USA,2804,1992,2016-05-01,2016,5
2,3,"Kramnik, Vladimir",GM,RUS,2801,1975,2016-05-01,2016,5
3,4,"Giri, Anish",GM,NED,2790,1994,2016-05-01,2016,5
4,5,"Vachier-Lagrave, Maxime",GM,FRA,2788,1990,2016-05-01,2016,5
5,6,"Nakamura, Hikaru",GM,USA,2787,1987,2016-05-01,2016,5
6,7,"Aronian, Levon",GM,USA,2784,1982,2016-05-01,2016,5
7,8,"Karjakin, Sergey",GM,RUS,2779,1990,2016-05-01,2016,5
8,9,"Ding, Liren",GM,CHN,2778,1992,2016-05-01,2016,5
9,10,"So, Wesley",GM,USA,2775,1993,2016-05-01,2016,5
10,11,"Anand, Viswanathan",GM,IND,2770,1969,2016-05-01,2016,5
11,12,"Eljanov, Pavel",GM,UKR,2765,1983,2016-05-01,2016,5
12,13,"Harikrishna, Pentala",GM,IND,2763,1986,2016-05-01,2016,5
13,14,"Svidler, Peter",GM,FID,2762,1976,2016-05-01,2016,5
14,15,"Li, Chao b",GM,CHN,2756,1989,2016-05-01,2016,5
15,16,"Topalov, Veselin",GM,BUL,2754,1975,2016-05-01,2016,5
16,17,"Grischuk, Alexander",GM,RUS,2752,1983,2016-05-01,2016,5
17,18,"Mamedyarov, Shakhriyar",GM,AZE,2748,1985,2016-05-01,2016,5
18,19,"Gelfand, Boris",GM,ISR,2740,1968,2016-05-01,2016,5
19,20,"Yu, Yangyi",GM,CHN,2737,1994,2016-05-01,2016,5
20,21,"Andreikin, Dmitry",GM,FID,2736,1990,2016-05-01,2016,5
21,22,"Navara, David",GM,CZE,2735,1985,2016-05-01,2016,5
22,23,"Wang, Hao",GM,CHN,2734,1989,2016-05-01,2016,5
23,24,"Dominguez Perez, Leinier",GM,USA,2732,1983,2016-05-01,2016,5
24,25,"Rapport, Richard",GM,HUN,2731,1996,2016-05-01,2016,5
25,26,"Jakovenko, Dmitry",GM,RUS,2731,1983,2016-05-01,2016,5
26,27,"Wang, Yue",GM,CHN,2728,1987,2016-05-01,2016,5
27,28,"Adams, Michael",GM,ENG,2727,1971,2016-05-01,2016,5
28,29,"Radjabov, Teimour",GM,AZE,2726,1987,2016-05-01,2016,5
29,30,"Bu, Xiangzhi",GM,CHN,2723,1985,2016-05-01,2016,5
30,31,"Wojtaszek, Radoslaw",GM,POL,2722,1987,2016-05-01,2016,5
31,32,"Tomashevsky, Evgeny",GM,RUS,2722,1987,2016-05-01,2016,5
32,33,"Vitiugov, Nikita",GM,ENG,2721,1987,2016-05-01,2016,5
33,34,"Le, Quang Liem",GM,VIE,2718,1991,2016-05-01,2016,5
34,35,"Ponomariov, Ruslan",GM,UKR,2715,1983,2016-05-01,2016,5
35,36,"Ivanchuk, Vasyl",GM,UKR,2710,1969,2016-05-01,2016,5
36,37,"Leko, Peter",GM,HUN,2705,1979,2016-05-01,2016,5
37,38,"Kasimdzhanov, Rustam",GM,UZB,2703,1979,2016-05-01,2016,5
38,39,"Malakhov, Vladimir",GM,FID,2703,1980,2016-05-01,2016,5
39,40,"Nepomniachtchi, Ian",GM,RUS,2703,1990,2016-05-01,2016,5
40,41,"Bacrot, Etienne",GM,FRA,2702,1983,2016-05-01,2016,5
41,42,"Vallejo Pons, Francisco",GM,ESP,2700,1982,2016-05-01,2016,5
42,43,"Ragger, Markus",GM,AUT,2696,1988,2016-05-01,2016,5
43,44,"Wei, Yi",GM,CHN,2694,1999,2016-05-01,2016,5
44,45,"Matlakov, Maxim",GM,RUS,2693,1991,2016-05-01,2016,5
45,46,"Rublevsky, Sergei",GM,RUS,2692,1974,2016-05-01,2016,5
46,47,"Fressinet, Laurent",GM,FRA,2692,1981,2016-05-01,2016,5
47,48,"Kryvoruchko, Yuriy",GM,UKR,2691,1986,2016-05-01,2016,5
48,49,"Sargissian, Gabriel",GM,ARM,2689,1983,2016-05-01,2016,5
49,50,"Rodshtein, Maxim",GM,ISR,2689,1989,2016-05-01,2016,5
50,51,"Hammer, Jon Ludvig",GM,NOR,2689,1990,2016-05-01,2016,5
51,52,"Granda Zuniga, Julio E",GM,PER,2686,1967,2016-05-01,2016,5
52,53,"Inarkiev, Ernesto",GM,RUS,2686,1985,2016-05-01,2016,5
53,54,"Cheparinov, Ivan",GM,BUL,2685,1986,2016-05-01,2016,5
54,55,"Fedoseev, Vladimir",GM,SLO,2685,1995,2016-05-01,2016,5
55,56,"Shirov, Alexei",GM,ESP,2685,1972,2016-05-01,2016,5
56,57,"Morozevich, Alexander",GM,RUS,2683,1977,2016-05-01,2016,5
57,58,"Ni, Hua",GM,CHN,2682,1983,2016-05-01,2016,5
58,59,"Almasi, Zoltan",GM,HUN,2682,1976,2016-05-01,2016,5
59,60,"Piorun, Kacper",GM,POL,2681,1991,2016-05-01,2016,5
60,61,"Bruzon Batista, Lazaro",GM,USA,2681,1982,2016-05-01,2016,5
61,62,"Najer, Evgeniy",GM,FID,2681,1977,2016-05-01,2016,5
62,63,"Akopian, Vladimir",GM,USA,2675,1971,2016-05-01,2016,5
63,64,"Bareev, Evgeny",GM,CAN,2675,1966,2016-05-01,2016,5
64,65,"Robson, Ray",GM,USA,2674,1994,2016-05-01,2016,5
65,66,"Korobov, Anton",GM,UKR,2674,1985,2016-05-01,2016,5
66,67,"Sjugirov, Sanan",GM,HUN,2674,1993,2016-05-01,2016,5
67,68,"Zvjaginsev, Vadim",GM,RUS,2672,1976,2016-05-01,2016,5
68,69,"Howell, David W L",GM,ENG,2671,1990,2016-05-01,2016,5
69,70,"McShane, Luke J",GM,ENG,2671,1984,2016-05-01,2016,5
70,71,"Kamsky, Gata",GM,USA,2670,1974,2016-05-01,2016,5
71,72,"Sadler, Matthew D",GM,ENG,2670,1974,2016-05-01,2016,5
72,73,"Nisipeanu, Liviu-Dieter",GM,ROU,2669,1976,2016-05-01,2016,5
73,74,"Smirin, Ilia",GM,ISR,2669,1968,2016-05-01,2016,5
74,75,"Artemiev, Vladislav",GM,RUS,2669,1998,2016-05-01,2016,5
75,76,"Onischuk, Alexander",GM,USA,2668,1975,2016-05-01,2016,5
76,77,"Laznicka, Viktor",GM,CZE,2668,1988,2016-05-01,2016,5
77,78,"Lysyj, Igor",GM,FID,2668,1987,2016-05-01,2016,5
78,79,"Areshchenko, Alexander",GM,UKR,2667,1986,2016-05-01,2016,5
79,80,"Duda, Jan-Krzysztof",GM,POL,2666,1998,2016-05-01,2016,5
80,81,"Adhiban, B.",GM,IND,2665,1992,2016-05-01,2016,5
81,82,"Safarli, Eltaj",GM,AZE,2664,1992,2016-05-01,2016,5
82,83,"Naiditsch, Arkadij",GM,BUL,2663,1985,2016-05-01,2016,5
83,84,"Moiseenko, Alexander",GM,UKR,2663,1980,2016-05-01,2016,5
84,85,"Hou, Yifan",GM,CHN,2663,1994,2016-05-01,2016,5
85,86,"Postny, Evgeny",GM,ISR,2662,1981,2016-05-01,2016,5
86,87,"Dreev, Aleksey",GM,RUS,2662,1969,2016-05-01,2016,5
87,88,"Jobava, Baadur",GM,GEO,2661,1983,2016-05-01,2016,5
88,89,"Movsesian, Sergei",GM,ARM,2660,1978,2016-05-01,2016,5
89,90,"Motylev, Alexander",GM,ROU,2660,1979,2016-05-01,2016,5
90,91,"Tkachiev, Vladislav",GM,FRA,2660,1973,2016-05-01,2016,5
91,92,"Negi, Parimarjan",GM,IND,2660,1993,2016-05-01,2016,5
92,93,"Vidit, Santosh Gujrathi",GM,IND,2658,1994,2016-05-01,2016,5
93,94,"Van Wely, Loek",GM,NED,2658,1972,2016-05-01,2016,5
94,95,"Jones, Gawain C B",GM,ENG,2657,1987,2016-05-01,2016,5
95,96,"Swiercz, Dariusz",GM,USA,2656,1994,2016-05-01,2016,5
96,97,"Meier, Georg",GM,URU,2656,1987,2016-05-01,2016,5
97,98,"Efimenko, Zahar",GM,UKR,2656,1985,2016-05-01,2016,5
98,99,"Short, Nigel D",GM,ENG,2655,1965,2016-05-01,2016,5
99,100,"Predojevic, Borki",GM,BIH,2655,1987,2016-05-01,2016,5
0,1,"Carlsen, Magnus",GM,NOR,2855,1990,2016-06-01,2016,6
1,2,"Kramnik, Vladimir",GM,RUS,2812,1975,2016-06-01,2016,6
2,3,"Caruana, Fabiano",GM,USA,2804,1992,2016-06-01,2016,6
3,4,"Aronian, Levon",GM,USA,2792,1982,2016-06-01,2016,6
4,5,"Vachier-Lagrave, Maxime",GM,FRA,2789,1990,2016-06-01,2016,6
5,6,"Nakamura, Hikaru",GM,USA,2787,1987,2016-06-01,2016,6
6,7,"Ding, Liren",GM,CHN,2783,1992,2016-06-01,2016,6
7,8,"Giri, Anish",GM,NED,2782,1994,2016-06-01,2016,6
8,9,"Karjakin, Sergey",GM,RUS,2774,1990,2016-06-01,2016,6
9,10,"So, Wesley",GM,USA,2770,1993,2016-06-01,2016,6
10,11,"Anand, Viswanathan",GM,IND,2770,1969,2016-06-01,2016,6
11,12,"Harikrishna, Pentala",GM,IND,2764,1986,2016-06-01,2016,6
12,13,"Topalov, Veselin",GM,BUL,2761,1975,2016-06-01,2016,6
13,14,"Svidler, Peter",GM,FID,2759,1976,2016-06-01,2016,6
14,15,"Li, Chao b",GM,CHN,2758,1989,2016-06-01,2016,6
15,16,"Eljanov, Pavel",GM,UKR,2751,1983,2016-06-01,2016,6
16,17,"Grischuk, Alexander",GM,RUS,2747,1983,2016-06-01,2016,6
17,18,"Mamedyarov, Shakhriyar",GM,AZE,2746,1985,2016-06-01,2016,6
18,19,"Navara, David",GM,CZE,2744,1985,2016-06-01,2016,6
19,20,"Andreikin, Dmitry",GM,FID,2743,1990,2016-06-01,2016,6
20,21,"Yu, Yangyi",GM,CHN,2737,1994,2016-06-01,2016,6
21,22,"Gelfand, Boris",GM,ISR,2734,1968,2016-06-01,2016,6
22,23,"Wang, Hao",GM,CHN,2734,1989,2016-06-01,2016,6
23,24,"Tomashevsky, Evgeny",GM,RUS,2731,1987,2016-06-01,2016,6
24,25,"Rapport, Richard",GM,HUN,2731,1996,2016-06-01,2016,6
25,26,"Inarkiev, Ernesto",GM,RUS,2729,1985,2016-06-01,2016,6
26,27,"Wojtaszek, Radoslaw",GM,POL,2729,1987,2016-06-01,2016,6
27,28,"Bu, Xiangzhi",GM,CHN,2729,1985,2016-06-01,2016,6
28,29,"Vitiugov, Nikita",GM,ENG,2728,1987,2016-06-01,2016,6
29,30,"Wang, Yue",GM,CHN,2728,1987,2016-06-01,2016,6
30,31,"Adams, Michael",GM,ENG,2727,1971,2016-06-01,2016,6
31,32,"Radjabov, Teimour",GM,AZE,2726,1987,2016-06-01,2016,6
32,33,"Dominguez Perez, Leinier",GM,USA,2723,1983,2016-06-01,2016,6
33,34,"Nepomniachtchi, Ian",GM,RUS,2719,1990,2016-06-01,2016,6
34,35,"Le, Quang Liem",GM,VIE,2718,1991,2016-06-01,2016,6
35,36,"Leko, Peter",GM,HUN,2712,1979,2016-06-01,2016,6
36,37,"Vallejo Pons, Francisco",GM,ESP,2711,1982,2016-06-01,2016,6
37,38,"Jakovenko, Dmitry",GM,RUS,2710,1983,2016-06-01,2016,6
38,39,"Ivanchuk, Vasyl",GM,UKR,2710,1969,2016-06-01,2016,6
39,40,"Ponomariov, Ruslan",GM,UKR,2706,1983,2016-06-01,2016,6
40,41,"Kasimdzhanov, Rustam",GM,UZB,2703,1979,2016-06-01,2016,6
41,42,"Granda Zuniga, Julio E",GM,PER,2699,1967,2016-06-01,2016,6
42,43,"Malakhov, Vladimir",GM,FID,2696,1980,2016-06-01,2016,6
43,44,"Bacrot, Etienne",GM,FRA,2695,1983,2016-06-01,2016,6
44,45,"Wei, Yi",GM,CHN,2694,1999,2016-06-01,2016,6
45,46,"Matlakov, Maxim",GM,RUS,2691,1991,2016-06-01,2016,6
46,47,"Rublevsky, Sergei",GM,RUS,2689,1974,2016-06-01,2016,6
47,48,"Almasi, Zoltan",GM,HUN,2688,1976,2016-06-01,2016,6
48,49,"Najer, Evgeniy",GM,FID,2687,1977,2016-06-01,2016,6
49,50,"Fressinet, Laurent",GM,FRA,2687,1981,2016-06-01,2016,6
50,51,"Cheparinov, Ivan",GM,BUL,2687,1986,2016-06-01,2016,6
51,52,"Rodshtein, Maxim",GM,ISR,2687,1989,2016-06-01,2016,6
52,53,"Ragger, Markus",GM,AUT,2686,1988,2016-06-01,2016,6
53,54,"Morozevich, Alexander",GM,RUS,2683,1977,2016-06-01,2016,6
54,55,"Kryvoruchko, Yuriy",GM,UKR,2682,1986,2016-06-01,2016,6
55,56,"Shirov, Alexei",GM,ESP,2682,1972,2016-06-01,2016,6
56,57,"Ni, Hua",GM,CHN,2682,1983,2016-06-01,2016,6
57,58,"Bruzon Batista, Lazaro",GM,USA,2681,1982,2016-06-01,2016,6
58,59,"Sargissian, Gabriel",GM,ARM,2679,1983,2016-06-01,2016,6
59,60,"Adhiban, B.",GM,IND,2677,1992,2016-06-01,2016,6
60,61,"Zvjaginsev, Vadim",GM,RUS,2677,1976,2016-06-01,2016,6
61,62,"Piorun, Kacper",GM,POL,2676,1991,2016-06-01,2016,6
62,63,"Smirin, Ilia",GM,ISR,2676,1968,2016-06-01,2016,6
63,64,"Kamsky, Gata",GM,USA,2675,1974,2016-06-01,2016,6
64,65,"Bareev, Evgeny",GM,CAN,2675,1966,2016-06-01,2016,6
65,66,"Akopian, Vladimir",GM,USA,2675,1971,2016-06-01,2016,6
66,67,"Robson, Ray",GM,USA,2674,1994,2016-06-01,2016,6
67,68,"Safarli, Eltaj",GM,AZE,2673,1992,2016-06-01,2016,6
68,69,"McShane, Luke J",GM,ENG,2671,1984,2016-06-01,2016,6
69,70,"Sadler, Matthew D",GM,ENG,2670,1974,2016-06-01,2016,6
70,71,"Jobava, Baadur",GM,GEO,2669,1983,2016-06-01,2016,6
71,72,"Nisipeanu, Liviu-Dieter",GM,ROU,2668,1976,2016-06-01,2016,6
72,73,"Kovalenko, Igor",GM,UKR,2668,1988,2016-06-01,2016,6
73,74,"Hammer, Jon Ludvig",GM,NOR,2668,1990,2016-06-01,2016,6
74,75,"Onischuk, Alexander",GM,USA,2668,1975,2016-06-01,2016,6
75,76,"Dubov, Daniil",GM,RUS,2666,1996,2016-06-01,2016,6
76,77,"Vidit, Santosh Gujrathi",GM,IND,2666,1994,2016-06-01,2016,6
77,78,"Fedoseev, Vladimir",GM,SLO,2665,1995,2016-06-01,2016,6
78,79,"Sjugirov, Sanan",GM,HUN,2665,1993,2016-06-01,2016,6
79,80,"Dreev, Aleksey",GM,RUS,2664,1969,2016-06-01,2016,6
80,81,"Howell, David W L",GM,ENG,2663,1990,2016-06-01,2016,6
81,82,"Lysyj, Igor",GM,FID,2663,1987,2016-06-01,2016,6
82,83,"Hou, Yifan",GM,CHN,2663,1994,2016-06-01,2016,6
83,84,"Markus, Robert",GM,SRB,2662,1983,2016-06-01,2016,6
84,85,"Tkachiev, Vladislav",GM,FRA,2662,1973,2016-06-01,2016,6
85,86,"Saric, Ivan",GM,CRO,2660,1990,2016-06-01,2016,6
86,87,"Duda, Jan-Krzysztof",GM,POL,2660,1998,2016-06-01,2016,6
87,88,"Negi, Parimarjan",GM,IND,2660,1993,2016-06-01,2016,6
88,89,"Movsesian, Sergei",GM,ARM,2660,1978,2016-06-01,2016,6
89,90,"Motylev, Alexander",GM,ROU,2660,1979,2016-06-01,2016,6
90,91,"Van Wely, Loek",GM,NED,2658,1972,2016-06-01,2016,6
91,92,"Meier, Georg",GM,URU,2657,1987,2016-06-01,2016,6
92,93,"Naiditsch, Arkadij",GM,BUL,2657,1985,2016-06-01,2016,6
93,94,"Korobov, Anton",GM,UKR,2656,1985,2016-06-01,2016,6
94,95,"Efimenko, Zahar",GM,UKR,2656,1985,2016-06-01,2016,6
95,96,"Rakhmanov, Aleksandr",GM,FID,2655,1989,2016-06-01,2016,6
96,97,"Mamedov, Rauf",GM,AZE,2655,1988,2016-06-01,2016,6
97,98,"Laznicka, Viktor",GM,CZE,2654,1988,2016-06-01,2016,6
98,99,"Ganguly, Surya Shekhar",GM,IND,2654,1983,2016-06-01,2016,6
99,100,"Gupta, Abhijeet",GM,IND,2654,1989,2016-06-01,2016,6
0,1,"Carlsen, Magnus",GM,NOR,2855,1990,2016-07-01,2016,7
1,2,"Kramnik, Vladimir",GM,RUS,2812,1975,2016-07-01,2016,7
2,3,"Caruana, Fabiano",GM,USA,2810,1992,2016-07-01,2016,7
3,4,"Vachier-Lagrave, Maxime",GM,FRA,2798,1990,2016-07-01,2016,7
4,5,"Aronian, Levon",GM,USA,2792,1982,2016-07-01,2016,7
5,6,"Nakamura, Hikaru",GM,USA,2787,1987,2016-07-01,2016,7
6,7,"Giri, Anish",GM,NED,2785,1994,2016-07-01,2016,7
7,8,"Ding, Liren",GM,CHN,2778,1992,2016-07-01,2016,7
8,9,"Karjakin, Sergey",GM,RUS,2773,1990,2016-07-01,2016,7
9,10,"So, Wesley",GM,USA,2770,1993,2016-07-01,2016,7
10,11,"Anand, Viswanathan",GM,IND,2770,1969,2016-07-01,2016,7
11,12,"Mamedyarov, Shakhriyar",GM,AZE,2764,1985,2016-07-01,2016,7
12,13,"Topalov, Veselin",GM,BUL,2761,1975,2016-07-01,2016,7
13,14,"Svidler, Peter",GM,FID,2759,1976,2016-07-01,2016,7
14,15,"Li, Chao b",GM,CHN,2758,1989,2016-07-01,2016,7
15,16,"Harikrishna, Pentala",GM,IND,2755,1986,2016-07-01,2016,7
16,17,"Rapport, Richard",GM,HUN,2752,1996,2016-07-01,2016,7
17,18,"Grischuk, Alexander",GM,RUS,2747,1983,2016-07-01,2016,7
18,19,"Navara, David",GM,CZE,2745,1985,2016-07-01,2016,7
19,20,"Eljanov, Pavel",GM,UKR,2737,1983,2016-07-01,2016,7
20,21,"Yu, Yangyi",GM,CHN,2734,1994,2016-07-01,2016,7
21,22,"Wang, Hao",GM,CHN,2734,1989,2016-07-01,2016,7
22,23,"Gelfand, Boris",GM,ISR,2734,1968,2016-07-01,2016,7
23,24,"Andreikin, Dmitry",GM,FID,2733,1990,2016-07-01,2016,7
24,25,"Wojtaszek, Radoslaw",GM,POL,2733,1987,2016-07-01,2016,7
25,26,"Tomashevsky, Evgeny",GM,RUS,2731,1987,2016-07-01,2016,7
26,27,"Wang, Yue",GM,CHN,2730,1987,2016-07-01,2016,7
27,28,"Inarkiev, Ernesto",GM,RUS,2730,1985,2016-07-01,2016,7
28,29,"Ivanchuk, Vasyl",GM,UKR,2728,1969,2016-07-01,2016,7
29,30,"Vitiugov, Nikita",GM,ENG,2728,1987,2016-07-01,2016,7
30,31,"Adams, Michael",GM,ENG,2727,1971,2016-07-01,2016,7
31,32,"Nepomniachtchi, Ian",GM,RUS,2725,1990,2016-07-01,2016,7
32,33,"Le, Quang Liem",GM,VIE,2723,1991,2016-07-01,2016,7
33,34,"Bu, Xiangzhi",GM,CHN,2723,1985,2016-07-01,2016,7
34,35,"Radjabov, Teimour",GM,AZE,2722,1987,2016-07-01,2016,7
35,36,"Dominguez Perez, Leinier",GM,USA,2713,1983,2016-07-01,2016,7
36,37,"Vallejo Pons, Francisco",GM,ESP,2713,1982,2016-07-01,2016,7
37,38,"Jakovenko, Dmitry",GM,RUS,2712,1983,2016-07-01,2016,7
38,39,"Leko, Peter",GM,HUN,2712,1979,2016-07-01,2016,7
39,40,"Ponomariov, Ruslan",GM,UKR,2706,1983,2016-07-01,2016,7
40,41,"Granda Zuniga, Julio E",GM,PER,2699,1967,2016-07-01,2016,7
41,42,"Rodshtein, Maxim",GM,ISR,2698,1989,2016-07-01,2016,7
42,43,"Malakhov, Vladimir",GM,FID,2697,1980,2016-07-01,2016,7
