,#,Name,Title,Fed,Rating,B-Year,date,year,month
76,77,"Ivanchuk, Vasyl",GM,UKR,2664,1969,2023-03-01,2023,3
77,78,"Kamsky, Gata",GM,USA,2663,1974,2023-03-01,2023,3
78,79,"Matlakov, Maxim",GM,RUS,2662,1991,2023-03-01,2023,3
79,80,"Bluebaum, Matthias",GM,GER,2661,1997,2023-03-01,2023,3
80,81,"Shirov, Alexei",GM,ESP,2661,1972,2023-03-01,2023,3
81,82,"Cheparinov, Ivan",GM,BUL,2661,1986,2023-03-01,2023,3
82,83,"Guseinov, Gadir",GM,AZE,2661,1986,2023-03-01,2023,3
83,84,"Inarkiev, Ernesto",GM,RUS,2661,1985,2023-03-01,2023,3
84,85,"Sindarov, Javokhir",GM,UZB,2661,2005,2023-03-01,2023,3
85,86,"Bacrot, Etienne",GM,FRA,2659,1983,2023-03-01,2023,3
86,87,"Korobov, Anton",GM,UKR,2658,1985,2023-03-01,2023,3
87,88,"Grandelius, Nils",GM,SWE,2658,1993,2023-03-01,2023,3
88,89,"Kryvoruchko, Yuriy",GM,UKR,2656,1986,2023-03-01,2023,3
89,90,"Santos Latasa, Jaime",GM,ESP,2655,1996,2023-03-01,2023,3
90,91,"Ponomariov, Ruslan",GM,UKR,2655,1983,2023-03-01,2023,3
91,92,"Nyzhnyk, Illya",GM,UKR,2654,1996,2023-03-01,2023,3
92,93,"Donchenko, Alexander",GM,GER,2653,1998,2023-03-01,2023,3
93,94,"Nguyen, Thai Dai Van",GM,CZE,2651,2001,2023-03-01,2023,3
94,95,"Cori, Jorge",GM,PER,2650,1995,2023-03-01,2023,3
95,96,"Malakhov, Vladimir",GM,FID,2650,1980,2023-03-01,2023,3
96,97,"Van Wely, Loek",GM,NED,2649,1972,2023-03-01,2023,3
97,98,"Tari, Aryan",GM,NOR,2649,1999,2023-03-01,2023,3
98,99,"Ma, Qun",GM,CHN,2648,1991,2023-03-01,2023,3
99,100,"Swiercz, Dariusz",GM,USA,2646,1994,2023-03-01,2023,3
0,1,"Carlsen, Magnus",GM,NOR,2853,1990,2023-04-01,2023,4
1,2,"Nepomniachtchi, Ian",GM,RUS,2795,1990,2023-04-01,2023,4
2,3,"Ding, Liren",GM,CHN,2788,1992,2023-04-01,2023,4
3,4,"Firouzja, Alireza",GM,FRA,2785,2003,2023-04-01,2023,4
4,5,"Nakamura, Hikaru",GM,USA,2775,1987,2023-04-01,2023,4
5,6,"Giri, Anish",GM,NED,2768,1994,2023-04-01,2023,4
6,7,"Caruana, Fabiano",GM,USA,2764,1992,2023-04-01,2023,4
7,8,"So, Wesley",GM,USA,2760,1993,2023-04-01,2023,4
8,9,"Anand, Viswanathan",GM,IND,2754,1969,2023-04-01,2023,4
9,10,"Radjabov, Teimour",GM,AZE,2747,1987,2023-04-01,2023,4
10,11,"Aronian, Levon",GM,USA,2745,1982,2023-04-01,2023,4
11,12,"Rapport, Richard",GM,HUN,2745,1996,2023-04-01,2023,4
12,13,"Grischuk, Alexander",GM,RUS,2745,1983,2023-04-01,2023,4
13,14,"Vachier-Lagrave, Maxime",GM,FRA,2741,1990,2023-04-01,2023,4
14,15,"Dominguez Perez, Leinier",GM,USA,2739,1983,2023-04-01,2023,4
15,16,"Mamedyarov, Shakhriyar",GM,AZE,2738,1985,2023-04-01,2023,4
16,17,"Vidit, Santosh Gujrathi",GM,IND,2731,1994,2023-04-01,2023,4
17,18,"Abdusattorov, Nodirbek",GM,UZB,2731,2004,2023-04-01,2023,4
18,19,"Maghsoodloo, Parham",GM,IRI,2730,2000,2023-04-01,2023,4
19,20,Gukesh D,GM,IND,2730,2006,2023-04-01,2023,4
20,21,"Yu, Yangyi",GM,CHN,2729,1994,2023-04-01,2023,4
21,22,"Le, Quang Liem",GM,VIE,2728,1991,2023-04-01,2023,4
22,23,"Topalov, Veselin",GM,BUL,2728,1975,2023-04-01,2023,4
23,24,"Vitiugov, Nikita",GM,ENG,2724,1987,2023-04-01,2023,4
24,25,"Duda, Jan-Krzysztof",GM,POL,2724,1998,2023-04-01,2023,4
25,26,"Wei, Yi",GM,CHN,2722,1999,2023-04-01,2023,4
26,27,"Wang, Hao",GM,CHN,2722,1989,2023-04-01,2023,4
27,28,"Vallejo Pons, Francisco",GM,ESP,2712,1982,2023-04-01,2023,4
28,29,"Sjugirov, Sanan",GM,HUN,2712,1993,2023-04-01,2023,4
29,30,"Shankland, Sam",GM,USA,2711,1991,2023-04-01,2023,4
30,31,"Dubov, Daniil",GM,RUS,2708,1996,2023-04-01,2023,4
31,32,"Niemann, Hans Moke",GM,USA,2706,2003,2023-04-01,2023,4
32,33,"Eljanov, Pavel",GM,UKR,2705,1983,2023-04-01,2023,4
33,34,"Harikrishna, Pentala",GM,IND,2704,1986,2023-04-01,2023,4
34,35,"Robson, Ray",GM,USA,2704,1994,2023-04-01,2023,4
35,36,Erigaisi Arjun,GM,IND,2701,2003,2023-04-01,2023,4
36,37,"Artemiev, Vladislav",GM,RUS,2701,1998,2023-04-01,2023,4
37,38,"Keymer, Vincent",GM,GER,2700,2004,2023-04-01,2023,4
38,39,"Deac, Bogdan-Daniel",GM,ROU,2700,2001,2023-04-01,2023,4
39,40,"Bu, Xiangzhi",GM,CHN,2694,1985,2023-04-01,2023,4
40,41,"Tomashevsky, Evgeny",GM,RUS,2694,1987,2023-04-01,2023,4
41,42,"Sargissian, Gabriel",GM,ARM,2692,1983,2023-04-01,2023,4
42,43,"Xiong, Jeffery",GM,USA,2692,2000,2023-04-01,2023,4
43,44,"Amin, Bassem",GM,EGY,2691,1988,2023-04-01,2023,4
44,45,"Anton Guijarro, David",GM,ESP,2690,1995,2023-04-01,2023,4
45,46,Praggnanandhaa R,GM,IND,2688,2005,2023-04-01,2023,4
46,47,"Adams, Michael",GM,ENG,2687,1971,2023-04-01,2023,4
47,48,"Alekseenko, Kirill",GM,AUT,2686,1997,2023-04-01,2023,4
48,49,"Predke, Alexandr",GM,SRB,2685,1994,2023-04-01,2023,4
49,50,"Sarana, Alexey",GM,SRB,2685,2000,2023-04-01,2023,4
50,51,"Shevchenko, Kirill",GM,ROU,2684,2002,2023-04-01,2023,4
51,52,"Sevian, Samuel",GM,USA,2684,2000,2023-04-01,2023,4
52,53,"Van Foreest, Jorden",GM,NED,2680,1999,2023-04-01,2023,4
53,54,"Esipenko, Andrey",GM,FID,2679,2002,2023-04-01,2023,4
54,55,"Gelfand, Boris",GM,ISR,2678,1968,2023-04-01,2023,4
55,56,"Howell, David W L",GM,ENG,2677,1990,2023-04-01,2023,4
56,57,"Tabatabaei, M. Amin",GM,IRI,2677,2001,2023-04-01,2023,4
57,58,"Salem, A.R. Saleh",GM,UAE,2677,1993,2023-04-01,2023,4
58,59,"Navara, David",GM,CZE,2676,1985,2023-04-01,2023,4
59,60,"Naiditsch, Arkadij",GM,BUL,2676,1985,2023-04-01,2023,4
60,61,"Martirosyan, Haik M.",GM,ARM,2675,2000,2023-04-01,2023,4
61,62,"Fedoseev, Vladimir",GM,SLO,2674,1995,2023-04-01,2023,4
62,63,"Kovalenko, Igor",GM,UKR,2674,1988,2023-04-01,2023,4
63,64,Nihal Sarin,GM,IND,2673,2004,2023-04-01,2023,4
64,65,"Wojtaszek, Radoslaw",GM,POL,2669,1987,2023-04-01,2023,4
65,66,"Ni, Hua",GM,CHN,2669,1983,2023-04-01,2023,4
66,67,"Moussard, Jules",GM,FRA,2667,1995,2023-04-01,2023,4
67,68,"Kasimdzhanov, Rustam",GM,UZB,2667,1979,2023-04-01,2023,4
68,69,"Oparin, Grigoriy",GM,USA,2667,1997,2023-04-01,2023,4
69,70,"Li, Chao b",GM,CHN,2666,1989,2023-04-01,2023,4
70,71,"Kamsky, Gata",GM,USA,2665,1974,2023-04-01,2023,4
71,72,"Volokitin, Andrei",GM,UKR,2665,1986,2023-04-01,2023,4
72,73,"Donchenko, Alexander",GM,GER,2664,1998,2023-04-01,2023,4
73,74,"Saric, Ivan",GM,CRO,2664,1990,2023-04-01,2023,4
74,75,"Korobov, Anton",GM,UKR,2664,1985,2023-04-01,2023,4
75,76,"Bacrot, Etienne",GM,FRA,2663,1983,2023-04-01,2023,4
76,77,"Matlakov, Maxim",GM,RUS,2662,1991,2023-04-01,2023,4
77,78,Narayanan S L,GM,IND,2661,1998,2023-04-01,2023,4
78,79,"Sindarov, Javokhir",GM,UZB,2661,2005,2023-04-01,2023,4
79,80,"Inarkiev, Ernesto",GM,RUS,2661,1985,2023-04-01,2023,4
80,81,"Guseinov, Gadir",GM,AZE,2661,1986,2023-04-01,2023,4
81,82,"Cheparinov, Ivan",GM,BUL,2660,1986,2023-04-01,2023,4
82,83,"Grandelius, Nils",GM,SWE,2660,1993,2023-04-01,2023,4
83,84,"Bluebaum, Matthias",GM,GER,2660,1997,2023-04-01,2023,4
84,85,"Ponomariov, Ruslan",GM,UKR,2659,1983,2023-04-01,2023,4
85,86,"Santos Latasa, Jaime",GM,ESP,2656,1996,2023-04-01,2023,4
86,87,"Ivanchuk, Vasyl",GM,UKR,2656,1969,2023-04-01,2023,4
87,88,"Kryvoruchko, Yuriy",GM,UKR,2656,1986,2023-04-01,2023,4
88,89,"Najer, Evgeniy",GM,FID,2655,1977,2023-04-01,2023,4
89,90,"Shirov, Alexei",GM,ESP,2654,1972,2023-04-01,2023,4
90,91,"Liang, Awonder",GM,USA,2651,2003,2023-04-01,2023,4
91,92,"Malakhov, Vladimir",GM,FID,2650,1980,2023-04-01,2023,4
92,93,"Cori, Jorge",GM,PER,2650,1995,2023-04-01,2023,4
93,94,"Nguyen, Thai Dai Van",GM,CZE,2649,2001,2023-04-01,2023,4
94,95,"Van Wely, Loek",GM,NED,2649,1972,2023-04-01,2023,4
95,96,"L'Ami, Erwin",GM,NED,2649,1985,2023-04-01,2023,4
96,97,"Ma, Qun",GM,CHN,2648,1991,2023-04-01,2023,4
97,98,"Mamedov, Rauf",GM,AZE,2646,1988,2023-04-01,2023,4
98,99,"Nabaty, Tamir",GM,ISR,2645,1991,2023-04-01,2023,4
99,100,"Nguyen, Ngoc Truong Son",GM,VIE,2645,1990,2023-04-01,2023,4
0,1,"Carlsen, Magnus",GM,NOR,2853,1990,2023-05-01,2023,5
1,2,"Nepomniachtchi, Ian",GM,RUS,2794,1990,2023-05-01,2023,5
2,3,"Ding, Liren",GM,CHN,2789,1992,2023-05-01,2023,5
3,4,"Firouzja, Alireza",GM,FRA,2785,2003,2023-05-01,2023,5
4,5,"Nakamura, Hikaru",GM,USA,2775,1987,2023-05-01,2023,5
5,6,"Giri, Anish",GM,NED,2768,1994,2023-05-01,2023,5
6,7,"Caruana, Fabiano",GM,USA,2764,1992,2023-05-01,2023,5
7,8,"So, Wesley",GM,USA,2760,1993,2023-05-01,2023,5
8,9,"Anand, Viswanathan",GM,IND,2754,1969,2023-05-01,2023,5
9,10,"Radjabov, Teimour",GM,AZE,2747,1987,2023-05-01,2023,5
10,11,"Rapport, Richard",GM,HUN,2745,1996,2023-05-01,2023,5
11,12,"Aronian, Levon",GM,USA,2745,1982,2023-05-01,2023,5
12,13,"Grischuk, Alexander",GM,RUS,2745,1983,2023-05-01,2023,5
13,14,"Vachier-Lagrave, Maxime",GM,FRA,2742,1990,2023-05-01,2023,5
14,15,"Dominguez Perez, Leinier",GM,USA,2739,1983,2023-05-01,2023,5
15,16,"Mamedyarov, Shakhriyar",GM,AZE,2738,1985,2023-05-01,2023,5
16,17,"Maghsoodloo, Parham",GM,IRI,2734,2000,2023-05-01,2023,5
17,18,Gukesh D,GM,IND,2732,2006,2023-05-01,2023,5
18,19,"Vidit, Santosh Gujrathi",GM,IND,2731,1994,2023-05-01,2023,5
19,20,"Abdusattorov, Nodirbek",GM,UZB,2731,2004,2023-05-01,2023,5
20,21,"Yu, Yangyi",GM,CHN,2729,1994,2023-05-01,2023,5
21,22,"Le, Quang Liem",GM,VIE,2728,1991,2023-05-01,2023,5
22,23,"Topalov, Veselin",GM,BUL,2728,1975,2023-05-01,2023,5
23,24,"Vitiugov, Nikita",GM,ENG,2724,1987,2023-05-01,2023,5
24,25,"Duda, Jan-Krzysztof",GM,POL,2724,1998,2023-05-01,2023,5
25,26,"Wei, Yi",GM,CHN,2722,1999,2023-05-01,2023,5
26,27,"Wang, Hao",GM,CHN,2722,1989,2023-05-01,2023,5
27,28,"Sjugirov, Sanan",GM,HUN,2712,1993,2023-05-01,2023,5
28,29,"Vallejo Pons, Francisco",GM,ESP,2712,1982,2023-05-01,2023,5
29,30,"Shankland, Sam",GM,USA,2711,1991,2023-05-01,2023,5
30,31,"Niemann, Hans Moke",GM,USA,2708,2003,2023-05-01,2023,5
31,32,"Dubov, Daniil",GM,RUS,2708,1996,2023-05-01,2023,5
32,33,"Eljanov, Pavel",GM,UKR,2705,1983,2023-05-01,2023,5
33,34,"Harikrishna, Pentala",GM,IND,2704,1986,2023-05-01,2023,5
34,35,"Robson, Ray",GM,USA,2704,1994,2023-05-01,2023,5
35,36,Erigaisi Arjun,GM,IND,2701,2003,2023-05-01,2023,5
36,37,"Artemiev, Vladislav",GM,RUS,2701,1998,2023-05-01,2023,5
37,38,"Keymer, Vincent",GM,GER,2700,2004,2023-05-01,2023,5
38,39,"Deac, Bogdan-Daniel",GM,ROU,2700,2001,2023-05-01,2023,5
39,40,"Bu, Xiangzhi",GM,CHN,2694,1985,2023-05-01,2023,5
40,41,"Tomashevsky, Evgeny",GM,RUS,2694,1987,2023-05-01,2023,5
41,42,"Sargissian, Gabriel",GM,ARM,2692,1983,2023-05-01,2023,5
42,43,"Xiong, Jeffery",GM,USA,2692,2000,2023-05-01,2023,5
43,44,"Amin, Bassem",GM,EGY,2691,1988,2023-05-01,2023,5
44,45,"Anton Guijarro, David",GM,ESP,2690,1995,2023-05-01,2023,5
45,46,"Van Foreest, Jorden",GM,NED,2689,1999,2023-05-01,2023,5
46,47,Praggnanandhaa R,GM,IND,2688,2005,2023-05-01,2023,5
47,48,"Alekseenko, Kirill",GM,AUT,2686,1997,2023-05-01,2023,5
48,49,"Predke, Alexandr",GM,SRB,2685,1994,2023-05-01,2023,5
49,50,"Sarana, Alexey",GM,SRB,2685,2000,2023-05-01,2023,5
50,51,"Sevian, Samuel",GM,USA,2684,2000,2023-05-01,2023,5
51,52,"Shevchenko, Kirill",GM,ROU,2684,2002,2023-05-01,2023,5
52,53,"Fedoseev, Vladimir",GM,SLO,2680,1995,2023-05-01,2023,5
53,54,"Adams, Michael",GM,ENG,2680,1971,2023-05-01,2023,5
54,55,"Esipenko, Andrey",GM,FID,2679,2002,2023-05-01,2023,5
55,56,"Navara, David",GM,CZE,2678,1985,2023-05-01,2023,5
56,57,"Gelfand, Boris",GM,ISR,2678,1968,2023-05-01,2023,5
57,58,"Salem, A.R. Saleh",GM,UAE,2677,1993,2023-05-01,2023,5
58,59,"Howell, David W L",GM,ENG,2677,1990,2023-05-01,2023,5
59,60,"Tabatabaei, M. Amin",GM,IRI,2677,2001,2023-05-01,2023,5
60,61,"Martirosyan, Haik M.",GM,ARM,2675,2000,2023-05-01,2023,5
61,62,"Volokitin, Andrei",GM,UKR,2674,1986,2023-05-01,2023,5
62,63,"Kovalenko, Igor",GM,UKR,2674,1988,2023-05-01,2023,5
63,64,Nihal Sarin,GM,IND,2673,2004,2023-05-01,2023,5
64,65,"Wojtaszek, Radoslaw",GM,POL,2670,1987,2023-05-01,2023,5
65,66,"Bluebaum, Matthias",GM,GER,2669,1997,2023-05-01,2023,5
66,67,"Donchenko, Alexander",GM,GER,2669,1998,2023-05-01,2023,5
67,68,"Kasimdzhanov, Rustam",GM,UZB,2669,1979,2023-05-01,2023,5
68,69,"Ni, Hua",GM,CHN,2669,1983,2023-05-01,2023,5
69,70,"Naiditsch, Arkadij",GM,BUL,2667,1985,2023-05-01,2023,5
70,71,"Bacrot, Etienne",GM,FRA,2667,1983,2023-05-01,2023,5
71,72,"Saric, Ivan",GM,CRO,2667,1990,2023-05-01,2023,5
72,73,"Oparin, Grigoriy",GM,USA,2667,1997,2023-05-01,2023,5
73,74,"Li, Chao b",GM,CHN,2666,1989,2023-05-01,2023,5
74,75,"Kamsky, Gata",GM,USA,2665,1974,2023-05-01,2023,5
75,76,"Grandelius, Nils",GM,SWE,2664,1993,2023-05-01,2023,5
76,77,"Ponomariov, Ruslan",GM,UKR,2664,1983,2023-05-01,2023,5
77,78,"Korobov, Anton",GM,UKR,2664,1985,2023-05-01,2023,5
78,79,"Matlakov, Maxim",GM,RUS,2662,1991,2023-05-01,2023,5
79,80,"Guseinov, Gadir",GM,AZE,2661,1986,2023-05-01,2023,5
80,81,"Inarkiev, Ernesto",GM,RUS,2661,1985,2023-05-01,2023,5
81,82,"Sindarov, Javokhir",GM,UZB,2661,2005,2023-05-01,2023,5
82,83,Narayanan S L,GM,IND,2660,1998,2023-05-01,2023,5
83,84,"Cheparinov, Ivan",GM,BUL,2660,1986,2023-05-01,2023,5
84,85,"Santos Latasa, Jaime",GM,ESP,2656,1996,2023-05-01,2023,5
85,86,"Kryvoruchko, Yuriy",GM,UKR,2656,1986,2023-05-01,2023,5
86,87,"Ivanchuk, Vasyl",GM,UKR,2655,1969,2023-05-01,2023,5
87,88,"Najer, Evgeniy",GM,FID,2655,1977,2023-05-01,2023,5
88,89,"Shirov, Alexei",GM,ESP,2654,1972,2023-05-01,2023,5
89,90,"L'Ami, Erwin",GM,NED,2651,1985,2023-05-01,2023,5
90,91,"Liang, Awonder",GM,USA,2651,2003,2023-05-01,2023,5
91,92,"Melkumyan, Hrant",GM,ARM,2650,1989,2023-05-01,2023,5
92,93,"Van Wely, Loek",GM,NED,2650,1972,2023-05-01,2023,5
93,94,"Cori, Jorge",GM,PER,2650,1995,2023-05-01,2023,5
94,95,"Malakhov, Vladimir",GM,FID,2650,1980,2023-05-01,2023,5
95,96,"Ma, Qun",GM,CHN,2648,1991,2023-05-01,2023,5
96,97,"Mamedov, Rauf",GM,AZE,2646,1988,2023-05-01,2023,5
97,98,"Nguyen, Thai Dai Van",GM,CZE,2645,2001,2023-05-01,2023,5
98,99,"Nabaty, Tamir",GM,ISR,2645,1991,2023-05-01,2023,5
99,100,"Nguyen, Ngoc Truong Son",GM,VIE,2645,1990,2023-05-01,2023,5
0,1,"Carlsen, Magnus",GM,NOR,2853,1990,2023-06-01,2023,6
1,2,"Firouzja, Alireza",GM,FRA,2786,2003,2023-06-01,2023,6
2,3,"Ding, Liren",GM,CHN,2780,1992,2023-06-01,2023,6
3,4,"Nepomniachtchi, Ian",GM,RUS,2779,1990,2023-06-01,2023,6
4,5,"Nakamura, Hikaru",GM,USA,2775,1987,2023-06-01,2023,6
5,6,"Caruana, Fabiano",GM,USA,2773,1992,2023-06-01,2023,6
6,7,"Giri, Anish",GM,NED,2772,1994,2023-06-01,2023,6
7,8,"So, Wesley",GM,USA,2765,1993,2023-06-01,2023,6
8,9,"Anand, Viswanathan",GM,IND,2754,1969,2023-06-01,2023,6
9,10,"Rapport, Richard",GM,HUN,2752,1996,2023-06-01,2023,6
10,11,"Karjakin, Sergey",GM,RUS,2750,1990,2023-06-01,2023,6
11,12,"Vachier-Lagrave, Maxime",GM,FRA,2747,1990,2023-06-01,2023,6
12,13,"Radjabov, Teimour",GM,AZE,2747,1987,2023-06-01,2023,6
13,14,"Aronian, Levon",GM,USA,2742,1982,2023-06-01,2023,6
14,15,"Mamedyarov, Shakhriyar",GM,AZE,2740,1985,2023-06-01,2023,6
15,16,"Dominguez Perez, Leinier",GM,USA,2739,1983,2023-06-01,2023,6
16,17,Gukesh D,GM,IND,2736,2006,2023-06-01,2023,6
17,18,"Grischuk, Alexander",GM,RUS,2736,1983,2023-06-01,2023,6
18,19,"Yu, Yangyi",GM,CHN,2734,1994,2023-06-01,2023,6
19,20,"Duda, Jan-Krzysztof",GM,POL,2732,1998,2023-06-01,2023,6
20,21,"Abdusattorov, Nodirbek",GM,UZB,2732,2004,2023-06-01,2023,6
21,22,"Le, Quang Liem",GM,VIE,2728,1991,2023-06-01,2023,6
22,23,"Topalov, Veselin",GM,BUL,2728,1975,2023-06-01,2023,6
23,24,"Wei, Yi",GM,CHN,2722,1999,2023-06-01,2023,6
24,25,"Wang, Hao",GM,CHN,2722,1989,2023-06-01,2023,6
25,26,"Vitiugov, Nikita",GM,ENG,2721,1987,2023-06-01,2023,6
26,27,"Maghsoodloo, Parham",GM,IRI,2716,2000,2023-06-01,2023,6
27,28,"Dubov, Daniil",GM,RUS,2716,1996,2023-06-01,2023,6
28,29,"Vidit, Santosh Gujrathi",GM,IND,2712,1994,2023-06-01,2023,6
29,30,"Shankland, Sam",GM,USA,2711,1991,2023-06-01,2023,6
30,31,"Vallejo Pons, Francisco",GM,ESP,2706,1982,2023-06-01,2023,6
31,32,"Harikrishna, Pentala",GM,IND,2704,1986,2023-06-01,2023,6
32,33,Erigaisi Arjun,GM,IND,2702,2003,2023-06-01,2023,6
33,34,"Sjugirov, Sanan",GM,HUN,2699,1993,2023-06-01,2023,6
34,35,"Artemiev, Vladislav",GM,RUS,2699,1998,2023-06-01,2023,6
35,36,"Niemann, Hans Moke",GM,USA,2695,2003,2023-06-01,2023,6
36,37,"Van Foreest, Jorden",GM,NED,2695,1999,2023-06-01,2023,6
37,38,"Eljanov, Pavel",GM,UKR,2694,1983,2023-06-01,2023,6
38,39,"Shevchenko, Kirill",GM,ROU,2694,2002,2023-06-01,2023,6
39,40,"Bu, Xiangzhi",GM,CHN,2694,1985,2023-06-01,2023,6
40,41,"Tomashevsky, Evgeny",GM,RUS,2694,1987,2023-06-01,2023,6
41,42,"Deac, Bogdan-Daniel",GM,ROU,2693,2001,2023-06-01,2023,6
42,43,"Svidler, Peter",GM,FID,2692,1976,2023-06-01,2023,6
43,44,"Xiong, Jeffery",GM,USA,2692,2000,2023-06-01,2023,6
44,45,"Sargissian, Gabriel",GM,ARM,2692,1983,2023-06-01,2023,6
45,46,"Anton Guijarro, David",GM,ESP,2691,1995,2023-06-01,2023,6
46,47,"Sevian, Samuel",GM,USA,2690,2000,2023-06-01,2023,6
47,48,"Keymer, Vincent",GM,GER,2690,2004,2023-06-01,2023,6
48,49,"Amin, Bassem",GM,EGY,2690,1988,2023-06-01,2023,6
49,50,Praggnanandhaa R,GM,IND,2690,2005,2023-06-01,2023,6
50,51,"Navara, David",GM,CZE,2689,1985,2023-06-01,2023,6
51,52,"Robson, Ray",GM,USA,2689,1994,2023-06-01,2023,6
52,53,"Oparin, Grigoriy",GM,USA,2687,1997,2023-06-01,2023,6
53,54,"Alekseenko, Kirill",GM,AUT,2686,1997,2023-06-01,2023,6
54,55,"Martirosyan, Haik M.",GM,ARM,2685,2000,2023-06-01,2023,6
55,56,"Sarana, Alexey",GM,SRB,2685,2000,2023-06-01,2023,6
56,57,"Tabatabaei, M. Amin",GM,IRI,2683,2001,2023-06-01,2023,6
57,58,"Esipenko, Andrey",GM,FID,2682,2002,2023-06-01,2023,6
58,59,Nihal Sarin,GM,IND,2681,2004,2023-06-01,2023,6
59,60,"Howell, David W L",GM,ENG,2677,1990,2023-06-01,2023,6
60,61,"Fedoseev, Vladimir",GM,SLO,2676,1995,2023-06-01,2023,6
61,62,"Wojtaszek, Radoslaw",GM,POL,2676,1987,2023-06-01,2023,6
62,63,"Grandelius, Nils",GM,SWE,2674,1993,2023-06-01,2023,6
63,64,"Wang, Yue",GM,CHN,2674,1987,2023-06-01,2023,6
64,65,"Volokitin, Andrei",GM,UKR,2674,1986,2023-06-01,2023,6
65,66,"Kovalenko, Igor",GM,UKR,2674,1988,2023-06-01,2023,6
66,67,"Kasimdzhanov, Rustam",GM,UZB,2673,1979,2023-06-01,2023,6
67,68,"Bluebaum, Matthias",GM,GER,2672,1997,2023-06-01,2023,6
68,69,"Bacrot, Etienne",GM,FRA,2672,1983,2023-06-01,2023,6
69,70,"Saric, Ivan",GM,CRO,2670,1990,2023-06-01,2023,6
70,71,"Naiditsch, Arkadij",GM,BUL,2669,1985,2023-06-01,2023,6
71,72,"Ni, Hua",GM,CHN,2669,1983,2023-06-01,2023,6
72,73,"Shirov, Alexei",GM,ESP,2668,1972,2023-06-01,2023,6
73,74,"Gelfand, Boris",GM,ISR,2668,1968,2023-06-01,2023,6
74,75,"Donchenko, Alexander",GM,GER,2667,1998,2023-06-01,2023,6
75,76,"Adams, Michael",GM,ENG,2666,1971,2023-06-01,2023,6
76,77,"Leko, Peter",GM,HUN,2666,1979,2023-06-01,2023,6
77,78,"Ponomariov, Ruslan",GM,UKR,2664,1983,2023-06-01,2023,6
78,79,"Cheparinov, Ivan",GM,BUL,2663,1986,2023-06-01,2023,6
79,80,"Matlakov, Maxim",GM,RUS,2662,1991,2023-06-01,2023,6
80,81,"Korobov, Anton",GM,UKR,2661,1985,2023-06-01,2023,6
81,82,"Salem, A.R. Saleh",GM,UAE,2661,1993,2023-06-01,2023,6
82,83,"Guseinov, Gadir",GM,AZE,2661,1986,2023-06-01,2023,6
83,84,"Kamsky, Gata",GM,USA,2659,1974,2023-06-01,2023,6
84,85,"Li, Chao b",GM,CHN,2658,1989,2023-06-01,2023,6
85,86,"Inarkiev, Ernesto",GM,RUS,2658,1985,2023-06-01,2023,6
86,87,Narayanan S L,GM,IND,2657,1998,2023-06-01,2023,6
87,88,"Kryvoruchko, Yuriy",GM,UKR,2656,1986,2023-06-01,2023,6
88,89,"Moussard, Jules",GM,FRA,2655,1995,2023-06-01,2023,6
89,90,"Ivanchuk, Vasyl",GM,UKR,2655,1969,2023-06-01,2023,6
90,91,"Nguyen, Thai Dai Van",GM,CZE,2653,2001,2023-06-01,2023,6
91,92,"Santos Latasa, Jaime",GM,ESP,2653,1996,2023-06-01,2023,6
92,93,"Predke, Alexandr",GM,SRB,2651,1994,2023-06-01,2023,6
93,94,"Liang, Awonder",GM,USA,2651,2003,2023-06-01,2023,6
94,95,"Melkumyan, Hrant",GM,ARM,2650,1989,2023-06-01,2023,6
95,96,"Ma, Qun",GM,CHN,2648,1991,2023-06-01,2023,6
96,97,"Najer, Evgeniy",GM,FID,2646,1977,2023-06-01,2023,6
97,98,"Sindarov, Javokhir",GM,UZB,2646,2005,2023-06-01,2023,6
98,99,"Malakhov, Vladimir",GM,FID,2646,1980,2023-06-01,2023,6
99,100,"Tari, Aryan",GM,NOR,2646,1999,2023-06-01,2023,6
0,1,"Carlsen, Magnus",GM,NOR,2835,1990,2023-07-01,2023,7
1,2,"Nakamura, Hikaru",GM,USA,2787,1987,2023-07-01,2023,7
2,3,"Caruana, Fabiano",GM,USA,2782,1992,2023-07-01,2023,7
3,4,"Ding, Liren",GM,CHN,2780,1992,2023-07-01,2023,7
4,5,"Nepomniachtchi, Ian",GM,RUS,2779,1990,2023-07-01,2023,7
5,6,"Firouzja, Alireza",GM,FRA,2777,2003,2023-07-01,2023,7
6,7,"Giri, Anish",GM,NED,2775,1994,2023-07-01,2023,7
7,8,"So, Wesley",GM,USA,2769,1993,2023-07-01,2023,7
8,9,"Anand, Viswanathan",GM,IND,2754,1969,2023-07-01,2023,7
9,10,"Rapport, Richard",GM,HUN,2752,1996,2023-07-01,2023,7
10,11,"Karjakin, Sergey",GM,RUS,2750,1990,2023-07-01,2023,7
11,12,"Radjabov, Teimour",GM,AZE,2747,1987,2023-07-01,2023,7
12,13,Gukesh D,GM,IND,2744,2006,2023-07-01,2023,7
13,14,"Mamedyarov, Shakhriyar",GM,AZE,2742,1985,2023-07-01,2023,7
14,15,"Aronian, Levon",GM,USA,2742,1982,2023-07-01,2023,7
15,16,"Vachier-Lagrave, Maxime",GM,FRA,2739,1990,2023-07-01,2023,7
16,17,"Dominguez Perez, Leinier",GM,USA,2739,1983,2023-07-01,2023,7
17,18,"Grischuk, Alexander",GM,RUS,2736,1983,2023-07-01,2023,7
